"id","lon","lat"
1,-85.998296655,34.44491115
2,-86.895063,33.55554728
3,-85.8759840875,31.5915187370312
4,-87.9383552959375,30.958526655625
5,-87.54179197375,33.9120316915625
6,-86.490352996875,33.0248111567188
7,-148.147111356641,60.4535630376953
8,-110.53332281875,32.43682694875
9,-113.1698472,34.377591291875
10,-111.7890033,32.0971334
11,-112.4918154,33.34835867
12,-91.1990098015625,35.5765777554687
13,-93.9623346160938,35.9513211867188
14,-92.7202710077344,34.0714160220312
15,-120.1746570625,37.4396566375
16,-120.9970722,37.55862499
17,-116.736756625,34.702500705
18,-121.2730061,37.93433732
19,-122.3275546,37.4228808
20,-121.581154875,36.7333279075
21,-119.0910613,34.44465746
22,-122.4385672,37.75215114
23,-120.064399625,35.1922251525
24,-118.7277796,35.34329425
25,-120.75852769375,38.88851312625
26,-119.6466953,36.75733899
27,-122.22286055,38.3824111725
28,-121.9289527,37.91923498
29,-122.381788378125,40.2451057720313
30,-121.3425374,38.45106826
31,-121.8929271,37.64629437
32,-121.6970462,37.23104908
33,-116.1774685,34.84060306
34,-115.9933578,33.74314981
35,-117.7645998,33.70147516
36,-116.7365326,33.03484597
37,-118.2282411,34.30828379
38,-104.3362578,39.87432092
39,-105.2517692,39.58635604
40,-104.3353617,39.64977461
41,-104.5251411,38.83240149
42,-104.8725695,39.76018276
43,-104.863084201562,38.1454651740625
44,-104.514131690625,40.0236962524219
45,-107.29464654375,39.3359729496094
46,-75.479581315,38.873952045
47,-75.64054974,39.57992638
48,-82.82922545375,29.92528521
49,-81.18263252,29.05858895
50,-82.40227529,28.30810945
51,-80.73091022,28.29409504
52,-84.828951589375,30.379915136875
53,-80.5370044675,27.3073728625
54,-81.69732947,27.95027105
55,-81.88399313,26.58410348
56,-86.735770141875,30.68816485125
57,-81.6935043425,29.974425064375
58,-81.19471637,28.38949027
59,-81.66976468,30.33225875
60,-82.72239666,27.93130349
61,-82.1159042,28.96432631375
62,-81.31799498,28.51367621
63,-82.32013172,27.9276559
64,-80.46536002,26.64676272
65,-81.57856948,26.433347376875
66,-80.48725556,26.15184651
67,-80.55170587,25.6112362
68,-84.9792333725,33.77583367875
69,-84.2121434435156,32.5575199121875
70,-85.06558537,34.596096035
71,-84.23817915125,34.362547520625
72,-83.3246870164062,34.2728037742188
73,-84.22396017,33.76944049
74,-84.5761255,33.94243204
75,-84.630999373125,33.2938647184375
76,-83.81015762375,31.3645513642187
77,-84.02137802,33.96044201
78,-81.7982948625,31.7293288782813
79,-84.46319413,33.79216944
80,-82.8332009977344,33.3277490155469
81,-157.55884765,20.82028097
82,-157.9712182,21.45803166
83,-114.056703312109,44.2694875398242
84,-88.42861412,41.93842729
85,-88.7564254800781,38.1777065946875
86,-87.97862712,41.44619267
87,-88.00367925,42.3224907
88,-88.5800546984375,41.2595555790625
89,-88.9569711475,42.27851023375
90,-89.872678549375,38.7125761840625
91,-90.3139879501562,40.6697677325
92,-88.08642662,41.85116968
93,-88.6464003534375,39.97685578
94,-87.81658794,41.84144849
95,-85.7159233464062,38.7679157773438
96,-86.13826325,39.78163624
97,-85.5168476873438,40.4686355039062
98,-86.7047486158203,41.4212439251562
99,-86.9820125424219,38.8788005651563
100,-94.3211652397656,42.7568267482031
101,-91.4675112990625,41.8151771204687
102,-94.096397116875,41.3521557426563
103,-97.4608198,37.6842718
104,-94.82250877,38.88548175
105,-98.7983015116797,38.1088306047656
106,-95.59222705875,38.6451221239062
107,-87.9512633129688,37.1201234384375
108,-84.4286015274219,37.3431319810156
109,-86.180425219375,37.3903182417188
110,-85.65931031,38.18664655
111,-84.7253528652344,38.6900201272656
112,-83.2147560364063,37.7835467147656
113,-89.836101725,29.6953950975
114,-90.235198881875,30.549263054375
115,-90.39452413625,29.74609880375
116,-91.935539964375,31.132763634375
117,-92.9748180979688,32.4105798792187
118,-92.4121668446875,30.1881518840625
119,-70.54139687,43.657579435
120,-69.2885622603125,45.00934976375
121,-76.60329337,39.00670238
122,-76.61151012,39.30211911
123,-76.0687144896875,38.3872183521875
124,-77.806733075,39.55539455875
125,-76.5410254775,39.3543471275
126,-76.62911955,39.45784712
127,-76.8496441,38.83070039
128,-77.20358245,39.13676329
129,-70.80802823,41.94070556
130,-71.10872211,41.79228404
131,-71.20530408,42.16073095
132,-70.94687179,42.6687626
133,-71.07850442,42.3279514
134,-71.90493363,42.35026951
135,-72.2244998175,42.10716313625
136,-71.39049229,42.48607732
137,-85.82033772875,42.08664767875
138,-85.54934642,43.03197711
139,-84.60563572875,42.2034868875
140,-84.89834328875,43.0606624575
141,-86.3208940989063,45.8437547059375
142,-83.83876001,42.1695552225
143,-83.494258155625,43.133085938125
144,-82.92752801,42.69158356
145,-85.651966341875,43.7757543621875
146,-83.38595416,42.66090111
147,-83.281255,42.28098405
148,-93.1967142904687,47.7396488960938
149,-93.09872295,45.01625271
150,-94.3454468196875,44.1787721721875
151,-95.4790727684375,46.2864881067187
152,-93.494955895625,45.4846970578125
153,-92.657567399375,44.3862633259375
154,-93.47694895,45.00761521
155,-88.7538474526563,34.2382752767188
156,-89.045810314375,30.724279361875
157,-90.1964481575,33.8108260275
158,-90.0512090677344,31.9996781598437
159,-94.588322796875,39.688290509375
160,-94.34724536,39.01002188
161,-92.9848949717969,39.0176743022656
162,-90.667459643125,38.8083579442187
163,-90.6129190635938,37.4957112042188
164,-90.4458375,38.6377004
165,-93.4345594460937,37.266097395
166,-111.507762834375,47.0792051819141
167,-96.15085305,41.29518299
168,-96.7287472153125,41.2568000420703
169,-99.8971338797656,41.1298259538672
170,-117.5858478625,39.5472460184375
171,-115.0130241,36.21458855
172,-71.463990175625,43.405670335625
173,-74.29954144,41.03238628
174,-74.96388753,39.80343818
175,-74.30680092,40.65835409
176,-74.28089251,39.8895449
177,-74.22240686,40.26549699
178,-74.618359765,40.999934525
179,-74.07515667,40.73766234
180,-74.24657979,40.78681335
181,-74.41426991,40.43629879
182,-74.74515654875,40.45925828
183,-74.07164325,40.96010917
184,-74.847116415625,39.693335029375
185,-106.099989551563,32.9296801022656
186,-106.6703554,35.05163625
187,-106.725769382813,35.9432884503125
188,-74.4078204425,41.603205775
189,-76.100483326875,42.326758568125
190,-77.69322942,43.14638895
191,-78.463015785,42.8036173940625
192,-73.95856745,42.7006433775
193,-76.672792634375,43.080298910625
194,-78.73063652,42.76249024
195,-73.75741653,41.16278376
196,-74.54555032375,43.947564440625
197,-74.01709699875,40.97937570125
198,-73.58941873,40.74066522
199,-73.86282755,40.85209301
200,-72.8012172,40.88320119
201,-73.97152637,40.7672726
202,-73.81684712,40.71088124
203,-73.94935552,40.6361825
204,-80.0109052575,36.3305647125
205,-79.78824948,36.07959451
206,-81.13088896125,36.121488473125
207,-82.9116307625,35.352694835625
208,-76.9595492603125,35.9777428164062
209,-77.614183675,34.558358731875
210,-81.5286193159375,35.5756174534375
211,-78.89321065125,36.16796265375
212,-80.26928692,35.352681878125
213,-80.8317671,35.24469268
214,-78.65249174,35.78879266
215,-78.5361288884375,35.2810130584375
216,-99.7680194643359,47.4167583078906
217,-84.29050975,39.75394919
218,-81.53123079,41.12464734
219,-82.7187926025,40.418473945625
220,-82.7059929282812,39.4266796395313
221,-83.992037118125,40.259850739375
222,-84.54502924,39.19673558
223,-82.266063725,41.08400470125
224,-81.4487353040625,40.077395914375
225,-83.74592463,41.288963301875
226,-80.92812418375,41.3605947175
227,-84.2700988765625,39.4331010765625
228,-81.65918339,41.424119
229,-83.01115755,39.96995815
230,-95.94013939,36.11939621
231,-97.40716948,35.55140095
232,-95.8982863832813,35.7391862282031
233,-98.4059368189844,35.3764731155469
234,-123.4531028,42.82458168625
235,-123.0955257,45.55972701
236,-121.985437325,43.63257269875
237,-120.068280778125,44.84817458125
238,-122.4169351,45.54747959
239,-123.0233287375,44.946607403125
240,-75.74768357,39.97291773
241,-77.7141209028125,41.3723183915625
242,-78.276563253125,40.368466754375
243,-76.24770128,40.03904563
244,-76.06982808,40.560339395
245,-75.40243663,39.91680171
246,-75.10836643,40.33682119
247,-76.0717584325,41.4058798425
248,-76.711579960625,40.66019943875
249,-79.89461661,40.07093598
250,-75.36652296,40.21053671
251,-77.1540288675,39.94708469125
252,-75.46474747375,40.889416715625
253,-79.98167747,40.46809875
254,-79.895361965,41.3089479353125
255,-75.1379271,40.00338507
256,-71.4357475325,41.6012657675
257,-71.57753536,41.87064746
258,-82.693640614375,34.57096524625
259,-82.37295012,34.89502264
260,-81.53913491375,33.666626356875
261,-79.329120705625,34.096173964375
262,-80.551702246875,32.7987160725
263,-81.38801802375,34.7562290359375
264,-80.155322384375,33.585642165
265,-100.414903064062,44.2465035163281
266,-82.430984425625,36.354164894375
267,-89.0930296564062,35.6148857170312
268,-87.166059856875,36.35200832375
269,-85.04843471375,35.26611161
270,-86.7736961959375,35.498670828125
271,-86.78646056,36.17007426
272,-85.71425668125,36.05713257625
273,-89.89692423,35.1864775
274,-83.9226500828125,35.9528294228125
275,-98.0460034345313,31.8789599146875
276,-97.6004854,30.64655664
277,-95.50572772,30.30079133
278,-97.3056823628125,28.1176187396875
279,-102.391246939062,31.3273468319531
280,-97.125896108125,31.109329013125
281,-96.18950008125,29.516221409375
282,-99.408641620625,33.0698315854687
283,-95.77219463,29.52704478
284,-106.2363275,31.76980765
285,-101.724674064062,34.8585120677344
286,-98.18299696,26.39418217
287,-97.11691153,33.20521901
288,-98.234028078125,26.9340045340625
289,-94.499806655,30.0936188671875
290,-95.8897329745313,33.1860750490625
291,-96.57264368,33.18820114
292,-98.6361931527344,29.7848761603906
293,-97.7853562,30.33432034
294,-95.1973510264062,31.6955848810938
295,-98.52019748,29.44928723
296,-97.29101614,32.77143818
297,-96.7779605,32.76670599
298,-95.39339521,29.85864939
299,-111.110247540625,41.15547593125
300,-111.6657662,40.1166722
301,-112.381266485938,39.22952004125
